timestamp,year,Game of the Year,Best Independent Game,Best Narrative,Best Art Direction,Best Soundtrack,Best Multiplayer,Best Game Direction
2026-09-10T20:58:15.389844,2025,Test Game,NaN,NaN,NaN,NaN,NaN,NaN
2026-09-10T20:58:15.792335,2025,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2026-09-10T20:58:16.148439,2025,Game A,NaN,NaN,NaN,NaN,NaN,NaN
2026-09-10T20:58:16.180237,2025,Game B,NaN,NaN,NaN,NaN,NaN,NaN
2026-09-10T20:58:17.128047,2025,E2E_GOTY_Pick_1789084696772,NaN,Clair Obscur: Expedition 33,NaN,NaN,NaN,NaN
2026-09-10T20:58:17.495443,2025,Partial_CSV_Pick_1789084697161,NaN,NaN,NaN,NaN,NaN,NaN
2026-09-10T20:58:17.874437,2025,Full_1789084697522_Game_of_the_Year,Full_1789084697522_Best_Independent_Game,Full_1789084697522_Best_Narrative,Full_1789084697522_Best_Art_Direction,Full_1789084697522_Best_Soundtrack,Full_1789084697522_Best_Multiplayer,Full_1789084697522_Best_Game_Direction
2026-09-10T20:58:18.255353,2024,Toggle_1789084697904,NaN,NaN,NaN,NaN,NaN,NaN
2026-09-10T20:58:19.653841,2014,Game2014_1789084699,NaN,NaN,NaN,NaN,NaN,NaN
2026-09-10T20:58:19.692080,2020,Game2020_1789084699,NaN,NaN,NaN,NaN,NaN,NaN
2026-09-10T20:58:19.730632,2025,Game2025_1789084699,NaN,NaN,NaN,NaN,NaN,NaN
2026-09-10T20:58:20.122678,2025,"Ghost of Yōtei: Director's ""Special"" Edition 1789084699",NaN,NaN,NaN,NaN,NaN,NaN
2026-09-10T20:58:20.844407,2025,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2026-09-10T20:58:21.251510,2025,Roundtrip_1789084700904,NaN,NaN,NaN,NaN,NaN,NaN
2026-09-10T20:58:21.848062,2025,Clair Obscur: Expedition 33 S2_1789084701470,Blue Prince S2_1789084701470,Silent Hill f S2_1789084701470,Ghost of Yōtei S2_1789084701470,Hades II S2_1789084701470,Arc Raiders S2_1789084701470,Death Stranding 2 S2_1789084701470
2026-09-10T20:58:22.228544,2024,Balatro S3_1789084701877,NaN,NaN,NaN,Final Fantasy VII Rebirth S3_1789084701877,NaN,NaN
2026-09-10T21:00:36.579308,2025,Clair Obscur: Expedition 33,Silksong,Clair Obscur: Expedition 33,Ghost of Yōtei,Clair Obscur: Expedition 33,Arc Raiders,Clair Obscur: Expedition 33
2026-09-10T21:00:36.975804,2025,TestGame_1789084836600,NaN,NaN,NaN,NaN,NaN,NaN
2026-09-10T21:00:37.382032,2025,CsvTestGame_1789084837003,NaN,NaN,NaN,NaN,NaN,NaN
2026-09-10T21:00:38.849648,2025,PartialNull_1789084838190,NaN,NaN,NaN,NaN,NaN,NaN
2026-09-10T21:00:39.255994,2025,PartialNan_1789084838884,NaN,NaN,NaN,NaN,NaN,NaN
2026-09-10T21:00:39.643799,2025,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2026-09-10T21:00:40.009514,2025,FlatSchema_1789084839665,NaN,NaN,NaN,NaN,NaN,NaN
2026-09-10T21:00:42.729349,2025,"TestGame, With Comma 1789084842",NaN,NaN,NaN,NaN,NaN,NaN
2026-09-10T21:00:43.107813,2025,"Game ""Quoted"" 1789084842",NaN,NaN,NaN,NaN,NaN,NaN
2026-09-10T21:00:43.489432,2025,Ghost of Yōtei 1789084843,NaN,NaN,NaN,NaN,NaN,NaN
2026-09-10T21:00:43.868234,2025,Rapid_0,NaN,NaN,NaN,NaN,NaN,NaN
2026-09-10T21:00:43.914352,2025,Rapid_1,NaN,NaN,NaN,NaN,NaN,NaN
2026-09-10T21:00:43.938112,2025,Rapid_2,NaN,NaN,NaN,NaN,NaN,NaN
2026-09-10T21:00:43.975698,2025,Rapid_3,NaN,NaN,NaN,NaN,NaN,NaN
2026-09-10T21:00:44.007292,2025,Rapid_4,NaN,NaN,NaN,NaN,NaN,NaN
2026-09-10T21:00:44.411617,2025,OneOfSeven_1789084844,NaN,NaN,NaN,NaN,NaN,NaN
2026-09-10T21:00:44.800907,2025,Game 1,Game 2,Game 3,Game 4,Game 5,Game 6,NaN
2026-09-10T21:00:45.184013,2025,Test Game,NaN,NaN,NaN,NaN,NaN,NaN
2026-09-10T21:00:45.571516,2025,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2026-09-10T21:00:45.936368,2025,Game A,NaN,NaN,NaN,NaN,NaN,NaN
2026-09-10T21:00:45.960485,2025,Game B,NaN,NaN,NaN,NaN,NaN,NaN
2026-09-10T21:00:46.882813,2025,E2E_GOTY_Pick_1789084846510,NaN,Clair Obscur: Expedition 33,NaN,NaN,NaN,NaN
2026-09-10T21:00:47.251008,2025,Partial_CSV_Pick_1789084846916,NaN,NaN,NaN,NaN,NaN,NaN
2026-09-10T21:00:47.965854,2025,Full_1789084847274_Game_of_the_Year,Full_1789084847274_Best_Independent_Game,Full_1789084847274_Best_Narrative,Full_1789084847274_Best_Art_Direction,Full_1789084847274_Best_Soundtrack,Full_1789084847274_Best_Multiplayer,Full_1789084847274_Best_Game_Direction
2026-09-10T21:00:48.348025,2024,Toggle_1789084847997,NaN,NaN,NaN,NaN,NaN,NaN
2026-09-10T21:00:49.751127,2014,Game2014_1789084849,NaN,NaN,NaN,NaN,NaN,NaN
2026-09-10T21:00:49.775805,2020,Game2020_1789084849,NaN,NaN,NaN,NaN,NaN,NaN
2026-09-10T21:00:49.812671,2025,Game2025_1789084849,NaN,NaN,NaN,NaN,NaN,NaN
2026-09-10T21:00:50.202690,2025,"Ghost of Yōtei: Director's ""Special"" Edition 1789084849",NaN,NaN,NaN,NaN,NaN,NaN
2026-09-10T21:00:50.652573,2025,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2026-09-10T21:00:51.092714,2025,Roundtrip_1789084850721,NaN,NaN,NaN,NaN,NaN,NaN
2026-09-10T21:00:51.642076,2025,Clair Obscur: Expedition 33 S2_1789084851301,Blue Prince S2_1789084851301,Silent Hill f S2_1789084851301,Ghost of Yōtei S2_1789084851301,Hades II S2_1789084851301,Arc Raiders S2_1789084851301,Death Stranding 2 S2_1789084851301
2026-09-10T21:00:52.024660,2024,Balatro S3_1789084851680,NaN,NaN,NaN,Final Fantasy VII Rebirth S3_1789084851680,NaN,NaN
2026-09-10T21:08:28.385780,2025,Clair Obscur: Expedition 33,Silksong,Clair Obscur: Expedition 33,Ghost of Yōtei,Clair Obscur: Expedition 33,Arc Raiders,Clair Obscur: Expedition 33
2026-09-10T21:08:28.767820,2025,TestGame_1789085308411,NaN,NaN,NaN,NaN,NaN,NaN
2026-09-10T21:08:29.154361,2025,CsvTestGame_1789085308794,NaN,NaN,NaN,NaN,NaN,NaN
2026-09-10T21:08:30.265459,2025,PartialNull_1789085309924,NaN,NaN,NaN,NaN,NaN,NaN
2026-09-10T21:08:30.690867,2025,PartialNan_1789085310319,NaN,NaN,NaN,NaN,NaN,NaN
2026-09-10T21:08:31.090572,2025,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2026-09-10T21:08:31.480116,2025,FlatSchema_1789085311112,NaN,NaN,NaN,NaN,NaN,NaN
2026-09-10T21:08:34.198114,2025,"TestGame, With Comma 1789085313",NaN,NaN,NaN,NaN,NaN,NaN
2026-09-10T21:08:34.920484,2025,"Game ""Quoted"" 1789085314",NaN,NaN,NaN,NaN,NaN,NaN
2026-09-10T21:08:35.614997,2025,Ghost of Yōtei 1789085314,NaN,NaN,NaN,NaN,NaN,NaN
2026-09-10T21:08:36.000719,2025,Rapid_0,NaN,NaN,NaN,NaN,NaN,NaN
2026-09-10T21:08:36.050906,2025,Rapid_1,NaN,NaN,NaN,NaN,NaN,NaN
2026-09-10T21:08:36.093189,2025,Rapid_2,NaN,NaN,NaN,NaN,NaN,NaN
2026-09-10T21:08:36.132146,2025,Rapid_3,NaN,NaN,NaN,NaN,NaN,NaN
2026-09-10T21:08:36.182232,2025,Rapid_4,NaN,NaN,NaN,NaN,NaN,NaN
2026-09-10T21:08:36.591256,2025,OneOfSeven_1789085316,NaN,NaN,NaN,NaN,NaN,NaN
2026-09-10T21:08:37.293468,2025,Game 1,Game 2,Game 3,Game 4,Game 5,Game 6,NaN
2026-09-10T21:08:37.683727,2025,Test Game,NaN,NaN,NaN,NaN,NaN,NaN
2026-09-10T21:08:38.074106,2025,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2026-09-10T21:08:38.505330,2025,Game A,NaN,NaN,NaN,NaN,NaN,NaN
2026-09-10T21:08:38.536506,2025,Game B,NaN,NaN,NaN,NaN,NaN,NaN
2026-09-10T21:08:39.528504,2025,E2E_GOTY_Pick_1789085319170,NaN,Clair Obscur: Expedition 33,NaN,NaN,NaN,NaN
2026-09-10T21:08:39.912141,2025,Partial_CSV_Pick_1789085319571,NaN,NaN,NaN,NaN,NaN,NaN
2026-09-10T21:08:40.289724,2025,Full_1789085319946_Game_of_the_Year,Full_1789085319946_Best_Independent_Game,Full_1789085319946_Best_Narrative,Full_1789085319946_Best_Art_Direction,Full_1789085319946_Best_Soundtrack,Full_1789085319946_Best_Multiplayer,Full_1789085319946_Best_Game_Direction
2026-09-10T21:08:40.711692,2024,Toggle_1789085320336,NaN,NaN,NaN,NaN,NaN,NaN
2026-09-10T21:08:41.863304,2014,Game2014_1789085321,NaN,NaN,NaN,NaN,NaN,NaN
2026-09-10T21:08:41.892591,2020,Game2020_1789085321,NaN,NaN,NaN,NaN,NaN,NaN
2026-09-10T21:08:41.939209,2025,Game2025_1789085321,NaN,NaN,NaN,NaN,NaN,NaN
2026-09-10T21:08:42.329883,2025,"Ghost of Yōtei: Director's ""Special"" Edition 1789085321",NaN,NaN,NaN,NaN,NaN,NaN
2026-09-10T21:08:42.780378,2025,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2026-09-10T21:08:43.195509,2025,Roundtrip_1789085322838,NaN,NaN,NaN,NaN,NaN,NaN
2026-09-10T21:08:43.766437,2025,Clair Obscur: Expedition 33 S2_1789085323423,Blue Prince S2_1789085323423,Silent Hill f S2_1789085323423,Ghost of Yōtei S2_1789085323423,Hades II S2_1789085323423,Arc Raiders S2_1789085323423,Death Stranding 2 S2_1789085323423
2026-09-10T21:08:44.173536,2024,Balatro S3_1789085323801,NaN,NaN,NaN,Final Fantasy VII Rebirth S3_1789085323801,NaN,NaN
2026-09-10T21:09:52.020550,2025,Clair Obscur: Expedition 33 S2_1789085391629,Blue Prince S2_1789085391629,Silent Hill f S2_1789085391629,Ghost of Yōtei S2_1789085391629,Hades II S2_1789085391629,Arc Raiders S2_1789085391629,Death Stranding 2 S2_1789085391629
2026-09-10T21:09:52.426860,2024,Balatro S3_1789085392054,NaN,NaN,NaN,Final Fantasy VII Rebirth S3_1789085392054,NaN,NaN
2026-09-10T21:12:11.164913,2025,Clair Obscur: Expedition 33,Silksong,Clair Obscur: Expedition 33,Ghost of Yōtei,Clair Obscur: Expedition 33,Arc Raiders,Clair Obscur: Expedition 33
2026-09-10T21:12:11.873457,2025,TestGame_1789085531195,NaN,NaN,NaN,NaN,NaN,NaN
2026-09-10T21:12:12.262494,2025,CsvTestGame_1789085531898,NaN,NaN,NaN,NaN,NaN,NaN
2026-09-10T21:12:13.435623,2025,PartialNull_1789085533081,NaN,NaN,NaN,NaN,NaN,NaN
2026-09-10T21:12:13.839375,2025,PartialNan_1789085533467,NaN,NaN,NaN,NaN,NaN,NaN
2026-09-10T21:12:14.229106,2025,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2026-09-10T21:12:14.631534,2025,FlatSchema_1789085534253,NaN,NaN,NaN,NaN,NaN,NaN
2026-09-10T21:12:17.299170,2025,"TestGame, With Comma 1789085536",NaN,NaN,NaN,NaN,NaN,NaN
2026-09-10T21:12:18.006640,2025,"Game ""Quoted"" 1789085537",NaN,NaN,NaN,NaN,NaN,NaN
2026-09-10T21:12:18.698163,2025,Ghost of Yōtei 1789085538,NaN,NaN,NaN,NaN,NaN,NaN
2026-09-10T21:12:19.128004,2025,Rapid_0,NaN,NaN,NaN,NaN,NaN,NaN
2026-09-10T21:12:19.157592,2025,Rapid_1,NaN,NaN,NaN,NaN,NaN,NaN
2026-09-10T21:12:19.200115,2025,Rapid_2,NaN,NaN,NaN,NaN,NaN,NaN
2026-09-10T21:12:19.230032,2025,Rapid_3,NaN,NaN,NaN,NaN,NaN,NaN
2026-09-10T21:12:19.254118,2025,Rapid_4,NaN,NaN,NaN,NaN,NaN,NaN
2026-09-10T21:12:19.665842,2025,OneOfSeven_1789085539,NaN,NaN,NaN,NaN,NaN,NaN
2026-09-10T21:12:20.056521,2025,Game 1,Game 2,Game 3,Game 4,Game 5,Game 6,NaN
2026-09-10T21:12:20.419727,2025,Test Game,NaN,NaN,NaN,NaN,NaN,NaN
2026-09-10T21:12:21.135900,2025,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2026-09-10T21:12:21.503532,2025,Game A,NaN,NaN,NaN,NaN,NaN,NaN
2026-09-10T21:12:21.552973,2025,Game B,NaN,NaN,NaN,NaN,NaN,NaN
2026-09-10T21:12:22.432740,2025,E2E_GOTY_Pick_1789085542085,NaN,Clair Obscur: Expedition 33,NaN,NaN,NaN,NaN
2026-09-10T21:12:23.130692,2025,Partial_CSV_Pick_1789085542474,NaN,NaN,NaN,NaN,NaN,NaN
2026-09-10T21:12:23.499886,2025,Full_1789085543162_Game_of_the_Year,Full_1789085543162_Best_Independent_Game,Full_1789085543162_Best_Narrative,Full_1789085543162_Best_Art_Direction,Full_1789085543162_Best_Soundtrack,Full_1789085543162_Best_Multiplayer,Full_1789085543162_Best_Game_Direction
2026-09-10T21:12:23.892208,2024,Toggle_1789085543528,NaN,NaN,NaN,NaN,NaN,NaN
2026-09-10T21:12:24.972492,2014,Game2014_1789085544,NaN,NaN,NaN,NaN,NaN,NaN
2026-09-10T21:12:25.008022,2020,Game2020_1789085544,NaN,NaN,NaN,NaN,NaN,NaN
2026-09-10T21:12:25.054154,2025,Game2025_1789085544,NaN,NaN,NaN,NaN,NaN,NaN
2026-09-10T21:12:25.537127,2025,"Ghost of Yōtei: Director's ""Special"" Edition 1789085545",NaN,NaN,NaN,NaN,NaN,NaN
2026-09-10T21:12:26.049477,2025,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2026-09-10T21:12:26.460349,2025,Roundtrip_1789085546114,NaN,NaN,NaN,NaN,NaN,NaN
2026-09-10T21:12:27.017463,2025,Clair Obscur: Expedition 33 S2_1789085546680,Blue Prince S2_1789085546680,Silent Hill f S2_1789085546680,Ghost of Yōtei S2_1789085546680,Hades II S2_1789085546680,Arc Raiders S2_1789085546680,Death Stranding 2 S2_1789085546680
2026-09-10T21:12:27.699701,2024,Balatro S3_1789085547052,NaN,NaN,NaN,Final Fantasy VII Rebirth S3_1789085547052,NaN,NaN
2026-09-10T21:19:26.943881,2025,Clair Obscur: Expedition 33 S2_1789085966524,Blue Prince S2_1789085966524,Silent Hill f S2_1789085966524,Ghost of Yōtei S2_1789085966524,Hades II S2_1789085966524,Arc Raiders S2_1789085966524,Death Stranding 2 S2_1789085966524
2026-09-10T21:19:27.340264,2024,Balatro S3_1789085966980,NaN,NaN,NaN,Final Fantasy VII Rebirth S3_1789085966980,NaN,NaN
2026-09-10T21:19:39.497172,2025,Clair Obscur: Expedition 33,Silksong,Clair Obscur: Expedition 33,Ghost of Yōtei,Clair Obscur: Expedition 33,Arc Raiders,Clair Obscur: Expedition 33
2026-09-10T21:19:39.904563,2025,TestGame_1789085979521,NaN,NaN,NaN,NaN,NaN,NaN
2026-09-10T21:19:40.310823,2025,CsvTestGame_1789085979934,NaN,NaN,NaN,NaN,NaN,NaN
2026-09-10T21:19:41.428740,2025,PartialNull_1789085981083,NaN,NaN,NaN,NaN,NaN,NaN
2026-09-10T21:19:41.813917,2025,PartialNan_1789085981474,NaN,NaN,NaN,NaN,NaN,NaN
2026-09-10T21:19:42.208686,2025,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2026-09-10T21:19:42.598672,2025,FlatSchema_1789085982228,NaN,NaN,NaN,NaN,NaN,NaN
2026-09-10T21:19:45.274072,2025,"TestGame, With Comma 1789085984",NaN,NaN,NaN,NaN,NaN,NaN
2026-09-10T21:19:45.642880,2025,"Game ""Quoted"" 1789085985",NaN,NaN,NaN,NaN,NaN,NaN
2026-09-10T21:19:46.051261,2025,Ghost of Yōtei 1789085985,NaN,NaN,NaN,NaN,NaN,NaN
2026-09-10T21:19:46.418846,2025,Rapid_0,NaN,NaN,NaN,NaN,NaN,NaN
2026-09-10T21:19:46.443470,2025,Rapid_1,NaN,NaN,NaN,NaN,NaN,NaN
2026-09-10T21:19:46.469287,2025,Rapid_2,NaN,NaN,NaN,NaN,NaN,NaN
2026-09-10T21:19:46.494733,2025,Rapid_3,NaN,NaN,NaN,NaN,NaN,NaN
2026-09-10T21:19:46.519884,2025,Rapid_4,NaN,NaN,NaN,NaN,NaN,NaN
2026-09-10T21:19:46.937087,2025,OneOfSeven_1789085986,NaN,NaN,NaN,NaN,NaN,NaN
2026-09-10T21:19:47.320340,2025,Game 1,Game 2,Game 3,Game 4,Game 5,Game 6,NaN
2026-09-10T21:19:47.692749,2025,Test Game,NaN,NaN,NaN,NaN,NaN,NaN
2026-09-10T21:19:48.063673,2025,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2026-09-10T21:19:48.462517,2025,Game A,NaN,NaN,NaN,NaN,NaN,NaN
2026-09-10T21:19:48.494995,2025,Game B,NaN,NaN,NaN,NaN,NaN,NaN
2026-09-10T21:19:49.457418,2025,E2E_GOTY_Pick_1789085989096,NaN,Clair Obscur: Expedition 33,NaN,NaN,NaN,NaN
2026-09-10T21:19:49.862409,2025,Partial_CSV_Pick_1789085989494,NaN,NaN,NaN,NaN,NaN,NaN
2026-09-10T21:19:50.261635,2025,Full_1789085989887_Game_of_the_Year,Full_1789085989887_Best_Independent_Game,Full_1789085989887_Best_Narrative,Full_1789085989887_Best_Art_Direction,Full_1789085989887_Best_Soundtrack,Full_1789085989887_Best_Multiplayer,Full_1789085989887_Best_Game_Direction
2026-09-10T21:19:50.643501,2024,Toggle_1789085990296,NaN,NaN,NaN,NaN,NaN,NaN
2026-09-10T21:19:51.782358,2014,Game2014_1789085991,NaN,NaN,NaN,NaN,NaN,NaN
2026-09-10T21:19:51.827124,2020,Game2020_1789085991,NaN,NaN,NaN,NaN,NaN,NaN
2026-09-10T21:19:51.873901,2025,Game2025_1789085991,NaN,NaN,NaN,NaN,NaN,NaN
2026-09-10T21:19:52.259702,2025,"Ghost of Yōtei: Director's ""Special"" Edition 1789085991",NaN,NaN,NaN,NaN,NaN,NaN
2026-09-10T21:19:53.007926,2025,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2026-09-10T21:19:53.475605,2025,Roundtrip_1789085993100,NaN,NaN,NaN,NaN,NaN,NaN
2026-09-10T21:19:54.128446,2025,Clair Obscur: Expedition 33 S2_1789085993763,Blue Prince S2_1789085993763,Silent Hill f S2_1789085993763,Ghost of Yōtei S2_1789085993763,Hades II S2_1789085993763,Arc Raiders S2_1789085993763,Death Stranding 2 S2_1789085993763
2026-09-10T21:19:54.529249,2024,Balatro S3_1789085994162,NaN,NaN,NaN,Final Fantasy VII Rebirth S3_1789085994162,NaN,NaN
2026-09-10T21:22:03.812893,2025,Clair Obscur: Expedition 33,Silksong,Clair Obscur: Expedition 33,Ghost of Yōtei,Clair Obscur: Expedition 33,Arc Raiders,Clair Obscur: Expedition 33
2026-09-10T21:22:04.212397,2025,TestGame_1789086123836,NaN,NaN,NaN,NaN,NaN,NaN
2026-09-10T21:22:04.590459,2025,CsvTestGame_1789086124244,NaN,NaN,NaN,NaN,NaN,NaN
2026-09-10T21:22:06.074256,2025,PartialNull_1789086125378,NaN,NaN,NaN,NaN,NaN,NaN
2026-09-10T21:22:06.765028,2025,PartialNan_1789086126107,NaN,NaN,NaN,NaN,NaN,NaN
2026-09-10T21:22:07.477742,2025,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2026-09-10T21:22:07.858159,2025,FlatSchema_1789086127508,NaN,NaN,NaN,NaN,NaN,NaN
2026-09-10T21:22:10.694697,2025,"TestGame, With Comma 1789086130",NaN,NaN,NaN,NaN,NaN,NaN
2026-09-10T21:22:11.395640,2025,"Game ""Quoted"" 1789086130",NaN,NaN,NaN,NaN,NaN,NaN
2026-09-10T21:22:12.113953,2025,Ghost of Yōtei 1789086131,NaN,NaN,NaN,NaN,NaN,NaN
2026-09-10T21:22:12.523400,2025,Rapid_0,NaN,NaN,NaN,NaN,NaN,NaN
2026-09-10T21:22:12.574760,2025,Rapid_1,NaN,NaN,NaN,NaN,NaN,NaN
2026-09-10T21:22:12.629963,2025,Rapid_2,NaN,NaN,NaN,NaN,NaN,NaN
2026-09-10T21:22:12.672646,2025,Rapid_3,NaN,NaN,NaN,NaN,NaN,NaN
2026-09-10T21:22:12.708973,2025,Rapid_4,NaN,NaN,NaN,NaN,NaN,NaN
2026-09-10T21:22:13.105020,2025,OneOfSeven_1789086132,NaN,NaN,NaN,NaN,NaN,NaN
2026-09-10T21:22:13.813117,2025,Game 1,Game 2,Game 3,Game 4,Game 5,Game 6,NaN
2026-09-10T21:22:14.541083,2025,Test Game,NaN,NaN,NaN,NaN,NaN,NaN
2026-09-10T21:22:15.255014,2025,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2026-09-10T21:22:15.646848,2025,Game A,NaN,NaN,NaN,NaN,NaN,NaN
2026-09-10T21:22:15.678460,2025,Game B,NaN,NaN,NaN,NaN,NaN,NaN
2026-09-10T21:22:16.746903,2025,E2E_GOTY_Pick_1789086136403,NaN,Clair Obscur: Expedition 33,NaN,NaN,NaN,NaN
2026-09-10T21:22:17.456237,2025,Partial_CSV_Pick_1789086136791,NaN,NaN,NaN,NaN,NaN,NaN
2026-09-10T21:22:18.164113,2025,Full_1789086137507_Game_of_the_Year,Full_1789086137507_Best_Independent_Game,Full_1789086137507_Best_Narrative,Full_1789086137507_Best_Art_Direction,Full_1789086137507_Best_Soundtrack,Full_1789086137507_Best_Multiplayer,Full_1789086137507_Best_Game_Direction
2026-09-10T21:22:18.896902,2024,Toggle_1789086138201,NaN,NaN,NaN,NaN,NaN,NaN
2026-09-10T21:22:20.388756,2014,Game2014_1789086140,NaN,NaN,NaN,NaN,NaN,NaN
2026-09-10T21:22:20.415474,2020,Game2020_1789086140,NaN,NaN,NaN,NaN,NaN,NaN
2026-09-10T21:22:20.449338,2025,Game2025_1789086140,NaN,NaN,NaN,NaN,NaN,NaN
2026-09-10T21:22:20.822040,2025,"Ghost of Yōtei: Director's ""Special"" Edition 1789086140",NaN,NaN,NaN,NaN,NaN,NaN
2026-09-10T21:22:21.624382,2025,NaN,NaN,NaN,NaN,NaN,NaN,NaN
2026-09-10T21:22:22.347438,2025,Roundtrip_1789086141694,NaN,NaN,NaN,NaN,NaN,NaN
2026-09-10T21:22:22.985213,2025,Clair Obscur: Expedition 33 S2_1789086142623,Blue Prince S2_1789086142623,Silent Hill f S2_1789086142623,Ghost of Yōtei S2_1789086142623,Hades II S2_1789086142623,Arc Raiders S2_1789086142623,Death Stranding 2 S2_1789086142623
2026-09-10T21:22:23.705569,2024,Balatro S3_1789086143022,NaN,NaN,NaN,Final Fantasy VII Rebirth S3_1789086143022,NaN,NaN
